Name,Link
Погибшим воинам-некрасовцам в Великой Отечественной войне,https://um.mos.ru/monuments/pogibshim-voinam-nekrasovtsam-v-velikoy-otechestvennoy-voyne/
"Работникам комбината, погибшим во время Великой Отечественной войны",https://um.mos.ru/monuments/rabotnikam-kombinata-pogibshim-vo-vremya-velikoy-otechestvennoy-voyny/
Обелиск в д. Филино. Памятник павшим в Великой Отечественной войне,https://um.mos.ru/monuments/obelisk-v-d-filino-pamyatnik-pavshim-v-velikoy-otechestven-noy-voyne/
Кузнецов В. И.,https://um.mos.ru/monuments/kuznetsov-v-i-uvao/
Киров С. М.,https://um.mos.ru/monuments/kirov-s-m-2/
65-летие Победы в битве под Москвой,https://um.mos.ru/monuments/65-letie-pobedy-v-bitve-pod-moskvoy/
Памятник А.С. Пушкину (ГАУК г. Москвы ПКиО «Бабушкинский»),https://um.mos.ru/monuments/pamyatnik-a-s-pushkinu-gauk-g-moskvy-pkio-babushkinskiy-/
"Солдатам, погибшим в годы Великой Отечественной войны",https://um.mos.ru/monuments/soldatam-pogibshim-v-gody-velikoy-otechestvennoy-voyny/
Скульптура Сила комондора,https://um.mos.ru/monuments/skulptura-sila-komondora/
Памятник Андрею Рублёву у Спасо-Андроникова монастыря,https://um.mos.ru/monuments/pamyatnik-andreyu-rublyevu-u-spaso-andronikova-monastyrya/
Защитникам Родины в Великой Отечественной войне,https://um.mos.ru/monuments/zashchitnikam-rodiny-v-velikoy-otechestvennoy-voyne/
Леонов В. Н.,https://um.mos.ru/monuments/leonov--v--n/
"Рабочим завода «Салют», погибшим в годы Великой Отечественной войны",https://um.mos.ru/monuments/rabochim-zavoda-salyut-pogibshim-v-gody-velikoy-otechestvennoy-voyny/
Погибшим в Великой Отечественной войне,https://um.mos.ru/monuments/pogibshim-v-velikoy-otechestvennoy-voyne-7/
В честь 65-летия Победы в Великой Отечественной войне,https://um.mos.ru/monuments/v-chest-65-letiya-pobedy-v-velikoy-otechestvennoy-voyne/
Победа в Великой Отечественной войне,https://um.mos.ru/monuments/pobeda-v-velikoy-otechestvennoy-voyne/
Молдагулова А. Н. (Герой Советского Союза),https://um.mos.ru/monuments/moldagulova-a-n-geroy-sovetskogo-soyuza/
Ленин В. И.,https://um.mos.ru/monuments/lenin-v-i-perovo/
Памятник в д. Мелькисарово,https://um.mos.ru/monuments/pamyatnik-v-d-melkisarovo/
Памятник В. И. Ленину на территории новой усадьбы «Кузьминки»,https://um.mos.ru/monuments/pamyatnik-v-i-leninu-na-territorii-novoy-usadby-kuzminki/
Марков В. В.,https://um.mos.ru/monuments/markov-vasily/
Половецкая баба,https://um.mos.ru/monuments/polovetskaya-baba/
"Заводчанам, павшим в боях за Родину в 1941-1945 гг.",https://um.mos.ru/monuments/zavodchanam-pavshim-v-boyakh-za-rodinu-v-1941-1945-uvao/
В честь формирования в 1941 г. Таганского истребительного батальона из добровольцев мясокомбината,https://um.mos.ru/monuments/v-chest-formirovaniya-v-1941-g-taganskogo-istrebitelnogo-batalona-iz-dobrovoltsev-myasokombinata/
20 лет Победы,https://um.mos.ru/monuments/20-let-pobedy/
Панфилов И. В. (Герой Советского Союза),https://um.mos.ru/monuments/panfilov-i-v-geroy-sovetskogo-soyuza/
Вечная память жертвам радиационных катастроф,https://um.mos.ru/monuments/vechnaya-pamyat-zhertvam-radiatsionnykh-katastrof/
Ярыгин И. С.,https://um.mos.ru/monuments/yarygin-i-s/
Камень с памятной табличкой в знак дружбы и сотрудничества России и Словакии,https://um.mos.ru/monuments/kamen-s-pamyatnoy-tablichkoy-v-znak-druzhby-i-sotrudnichestva-rossii-i-slovakii/
Обелиск в д. Верескино,https://um.mos.ru/monuments/obelisk-v-d-vereskino/
Павшим в годы Великой  Отечественной войны  и памяти воинов-афганцев,https://um.mos.ru/monuments/pavshim-v-gody-velikoy-otechestvennoy-voyny-i-pamyati-voinov-afgantsev/
"Жителям Кузьминок, погибшим при защите Москвы",https://um.mos.ru/monuments/zhitelyam-kuzminok-pogibshim-pri-zashchite-moskvy/
"Лианозовцам, участникам Великой Отечественной войны",https://um.mos.ru/monuments/lianozovtsam-uchastnikam-velikoy-otechestvennoy-voyny/
Погибшим воинам в1941-1945 гг. посвящается,https://um.mos.ru/monuments/pogibshim-voinam-v-1941-1945-gg-posvyashchaetsya/
Полет первого человека в космос (Памятник Ю.А. Гагарину),https://um.mos.ru/monuments/polet-pervogo-cheloveka-v-kosmos/
"Соловецким юнгам, погибшим в годы войны",https://um.mos.ru/monuments/solovetskim-yungam-pogibshim-v-gody-voyny/
"Работникам Курьяновской станции аэрации, погибшим в годы Великой Отечественной войны",https://um.mos.ru/monuments/rabotnikam-kuryanovskoy-stantsii-aeratsii-pogibshim-v-gody-velikoy-otechestvennoy-voyny/
Монумент героям-воздухоплавателям,https://um.mos.ru/monuments/monument-geroyam-vozdukhoplavatelyam/
Погибшим в Великой Отечественной войне,https://um.mos.ru/monuments/pogibshim-v-velikoy-otechestvennoy-voyne-3/
Запуск первого спутника Земли,https://um.mos.ru/monuments/zapusk-pervogo-sputnika-zemli/
Погибшим в боях за Родину,https://um.mos.ru/monuments/pogibshim-v-boyakh-za-rodinu-vao/
Памятник русалке и ученому коту,https://um.mos.ru/monuments/pamyatnik-rusalke-i-uchenomu-kotu/
Обелиск в д. Новоселки. Павшим в Великой Отечественной войне,https://um.mos.ru/monuments/obelisk-v-d-novoselki-pavshim-v-velikoy-otechestvennoy-voyne/
Героям-нефтегазовцам,https://um.mos.ru/monuments/geroyam-neftegazovtsam/
Металлурги,https://um.mos.ru/monuments/metallurgi-vao/
"Заводчанам, павшим в боях за Родину в 1941-1945 гг.",https://um.mos.ru/monuments/uvao-zavodchanam-pavshim-v-boyakh-za-rodinu-v-1941-1945-gg/
Погибшим в Великой Отечественной войне,https://um.mos.ru/monuments/pogibshim-v-velikoy-otechestvennoy-voyne-2/
"Летчикам, погибшим в Великой Отечественной войне",https://um.mos.ru/monuments/letchikam-pogibshim-v-velikoy-otechestvennoy-voyne/
Самолет-памятник Ту-104 во Внуково,https://um.mos.ru/monuments/samolet-pamyatnik-tu-104-vo-vnukovo/
Миль М. Л.,https://um.mos.ru/monuments/mil-m-l/
Выпускникам Соловецкой школы юнг,https://um.mos.ru/monuments/vypusknikam-solovetskoy-shkoly-yung/
Николаев Д. С.,https://um.mos.ru/monuments/nikolaev-dmitry/
"Заводчанам, павшим в боях за Родину в 1941-1945 гг.",https://um.mos.ru/monuments/zavodchanam-pavshim-v-boyakh-za-rodinu-v-1941-1945-gg/
Ветеранам 2-й дивизии народного ополчения,https://um.mos.ru/monuments/veteranam-2-y-divizii-narodnogo-opolcheniya/
"Сотрудникам московской нефтебазы, погибшим в годы Великой Отечественной войны",https://um.mos.ru/monuments/sotrudnikam-moskovskoy-neftebazy-pogibshim-v-gody-velikoy-otechestvennoy-voyny/
Скульптура «Диана»,https://um.mos.ru/monuments/skulptura-diana/
65-я годовщина разгрома немецко-фашистских войск на Курской дуге,https://um.mos.ru/monuments/65-ya-godovshchina-razgroma-nemetsko-fashistskikh-voysk-na-kurskoy-duge/
30 лет Победы,https://um.mos.ru/monuments/30-let-pobedy/
Закладной камень на месте установки памятника Г. Х. Андерсену,https://um.mos.ru/monuments/zakladnoy-kamen-na-meste-ustanovki-pamyatnika-g-kh-andersenu/
"Учащимся школы N 440, погибшим в годы Великой Отечественной войны",https://um.mos.ru/monuments/uchashchimsya-shkoly-n-440-pogibshim-v-gody-velikoy-otechestvennoy-voyny/
Погибшим воинам (Могила Неизвестного Солдата),https://um.mos.ru/monuments/pogibshim-voinam/
Родина-мать,https://um.mos.ru/monuments/rodina-mat/
"Челобитный столб, ансамбль усадьбы Коломенское",https://um.mos.ru/monuments/chelobitnyy-stolb-ansambl-usadby-kolomenskoe/
Возвращение,https://um.mos.ru/monuments/vozvrashchenie/
Памятник Льву Яшину,https://um.mos.ru/monuments/pamyatnik-lvu-yashinu/
Пономарев А. С.,https://um.mos.ru/monuments/ponomarev-a-s/
Кинетическая стимпанк-скульптура «Паровая машина»,https://um.mos.ru/monuments/kineticheskaya-stimpank-skulptura-parovaya-mashina/
Полубояров П. П.  (Герой Советского Союза),https://um.mos.ru/monuments/poluboyarov-p-p-geroy-sovetskogo-soyuza/
Памятник К.К. Рокоссовскому в Зеленограде,https://um.mos.ru/monuments/pamyatnik-k-k-rokossovskomu-v-zelenograde/
"Всем медикам, павшим за Родину",https://um.mos.ru/monuments/vsem-medikam-pavshim-za-rodinu/
Погибшим в боях за Родину  ученикам школы от поколения 60-х гг.,https://um.mos.ru/monuments/pogibshim-v-boyakh-za-rodinu-uchenikam-shkoly-ot-pokoleniya-60-kh-gg/
Жуков Г. К.,https://um.mos.ru/monuments/zhukov-g-k/
Ратный подвиг воинов 295-й дивизии,https://um.mos.ru/monuments/ratnyy-podvig-voinov-295-y-divizii/
Погибшим в Великой Отечественной войне,https://um.mos.ru/monuments/pogibshim-v-velikoy-otechestvennoy-voyne-5/
Скульптура «Река Кускова»,https://um.mos.ru/monuments/skulptura-reka-kuskova/
"Памяти воинов, павших при исполнении воинского долга",https://um.mos.ru/monuments/pamyati-voinov-pavshikh-pri-ispolnenii-voinskogo-dolga/
Орден «Победа»,https://um.mos.ru/monuments/orden-pobeda/
"Воинам, павшим в годы Великой Отечественной войны",https://um.mos.ru/monuments/voinam-pavshim-v-gody-velikoy-otechestvennoy--voyny/
Памятник сотрудникам Голутвинской мануфактуры,https://um.mos.ru/monuments/pamyatnik-sotrudnikam-golutvinskoy-manufaktury/
Скульптура «Наяда»,https://um.mos.ru/monuments/skulptura-nayada/
Надгробие режиссера Юдина,https://um.mos.ru/monuments/nadgrobie-rezhissera-yudina/
"Воинам, павшим в годы Великой Отечественной войны",https://um.mos.ru/monuments/voinam-pavshim-v-gody-velikoy-otechestvennoy-voyny/
"Мемориальный комплекс ""Штыки""",https://um.mos.ru/monuments/pamyatnik-monument-zashchitnikam-moskvy/
Памятник В.К. Зворыкину в Останкине,https://um.mos.ru/monuments/pamyatnik-v-k-zvorykinu-v-ostankine/
Погибшим в боях за Родину,https://um.mos.ru/monuments/pogibshim-v-boyakh-za-rodinu/
Погибшим в Великой Отечественной войне,https://um.mos.ru/monuments/pogibshim-v-velikoy-otechestvennoy-voyne-1/
Рокарий «Медведи»,https://um.mos.ru/monuments/rokariy-medvedi/
Бюст «Эвридика»,https://um.mos.ru/monuments/byust-evridika/
Монумент в честь 85-го гвардейского минометного полка,https://um.mos.ru/monuments/monument-v-chest-85-go-gvardeyskogo-minometnogo-polka/
Воинам-гвардейцам,https://um.mos.ru/monuments/voinam-gvardeytsam/
50 лет Победы,https://um.mos.ru/monuments/50-let-pobedy/
Павлюк В. Е.,https://um.mos.ru/monuments/pavlyuk-v-e/
Скульптура «Фетида»,https://um.mos.ru/monuments/skulptura-fetida/
Усадьба «Нескучное». Мостики,https://um.mos.ru/monuments/sadovye-mosty-usadby-neskuchnoe/
Мозаичные панно,https://um.mos.ru/monuments/mozaichnye-panno/
Крылатые грифоны в Кузьминках,https://um.mos.ru/monuments/krylatye-grifony-v-kuzminkakh/
"Гранитный куб, установленный в честь юбилея Северной водопроводной станции",https://um.mos.ru/monuments/granitnyy-kub-ustanovlennyy-v-chest-yubileya-severnoy-vodoprovodnoy-stantsii/
Бюст «Витрувий»,https://um.mos.ru/monuments/byust-vitruviy/
Скульптурная композиция «Жар-птица»,https://um.mos.ru/monuments/skulpturnaya-kompozitsiya-zhar-ptitsa/
Погибшим в Великой Отечественной войне,https://um.mos.ru/monuments/pogibshim-v-velikoy-otechestvennoy-voyne-4/
Скульптура «Спорт»,https://um.mos.ru/monuments/skulptura-sport/
Скамья любви и верности в Кузьминках,https://um.mos.ru/monuments/skamya-lyubvi-i-vernosti-v-kuzminkakh/
"Мемориал жителям д. Бибирево,Подушкино, Алтуфьево, Юрлово,  павшим на фронтах ВОВ 1941-1945 гг.",https://um.mos.ru/monuments/pamyatnyy-memorial-zhitelyam-dereven-bibirevo-podushkino-altufevo-yurlovo-pavshim-na-frontakh-veliko/
Могила Неизвестного Солдата,https://um.mos.ru/monuments/mogila-neizvestnogo-soldata/
Петровский фонтан у Большого театра,https://um.mos.ru/monuments/petrovskiy-fontan-u-bolshogo-teatra/
"Памятник летчикам гражданской авиации, погибшим в годы Великой Отечественной войны 1941—1945 гг.",https://um.mos.ru/monuments/pamyatnik-letchikam-grazhdanskoy-aviatsii-pogibshim-v-gody-velikoy-otechestvennoy-voyny-1941-1945-gg/
"Мемориал ""Героям Панфиловцам""",https://um.mos.ru/monuments/memorial-geroyam-panfilovcam/
Бюст «Африка»,https://um.mos.ru/monuments/byust-afrika/
Памятник выдающемуся советскому ученому Игорю Васильевичу Курчатову,https://um.mos.ru/monuments/vydayushchemusya-sovetskomu-uchenomu-igoryu-vasilevichu-kurchatovu/
Памятник генералу Михаилу Скобелеву,https://um.mos.ru/monuments/pamyatnik-generalu-mikhailu-skobelevu/
"Памятник работникам Московского судостроительного и судоремонтного завода, погибшим в годы Великой Отечественной войны 1941–1945 гг.",https://um.mos.ru/monuments/pamyatnik-rabotnikam-moskovskogo-sudostroitelnogo-i-sudoremontnogo-zavoda-pogibshim-v-gody-velikoy-o/
Памятник на братской могиле у станции Крюково,https://um.mos.ru/monuments/pamyatnik-na-bratskoy-mogile-u-stantsii-kryukovo/
"«Вечная слава героям-войковцам, погибшим в Великой Отечественной войне 1941–1945 гг.»",https://um.mos.ru/monuments/vechnaya-slava-geroyam-voykovtsam-pogibshim-v-velikoy-otechestvennoy-voyne-1941-1945-gg-/
Скульптура «Эстафетчик»,https://um.mos.ru/monuments/skulptura-estafetchik/
Памятник Евгению Вахтангову,https://um.mos.ru/monuments/pamyatnik-evgeniyu-vahtangovu/
Фундаменты церкви Николы Большой Крест,https://um.mos.ru/monuments/fundamenty-tserkvi-nikoly-bolshoy-krest/
Склеп семейства Кноп,https://um.mos.ru/monuments/sklep-semeystva-knop/
Могила Чуковского Корнея Ивановича (1882–1969),https://um.mos.ru/monuments/mogila-chukovskogo-korneya-ivanovicha-1882-1969/
"Колодец Мытищинского водопровода, 1828-1830 гг.",https://um.mos.ru/monuments/kolodets-mytishchinskogo-vodoprovoda-1828-1830-gg/
Памятный знак Маршалу Советского Союза С.С. Бирюзову,https://um.mos.ru/monuments/pamyatnyy-znak-marshalu-sovetskogo-soyuza-sergey-semenovichu-biryuzovu/
Памятник Герою Советского Союза Г.А. Тарану,https://um.mos.ru/monuments/pamyatnik-geroyu-sovetskogo-soyuza-g-a-taranu/
"Ансамбль усадьбы Царицыно, XVIII в. Беседка ""Золотой сноп""",https://um.mos.ru/monuments/ansambl-usadby-tsaritsyno-xviii-v-besedka-zolotoy-snop/
Музыкальная беседка,https://um.mos.ru/monuments/muzykalnaya-besedka/
Мемориал павшим защитникам Москвы 1941-1945 гг,https://um.mos.ru/monuments/memorial_pavshim_zashchitnikam_moskvy_1941_1945_gg/
Светомузыкальный фонтан в Царицыне,https://um.mos.ru/monuments/svetomuzykalnyy-fontan-v-caricyne/
Могила Трубецкого Сергея Петровича (1791-1860),https://um.mos.ru/monuments/mogila-trubetskogo-sergeya-petrovicha-1791-1860/
Надгробие на могиле М.Пришвина,https://um.mos.ru/monuments/nadgrobie-na-mogile-m-prishvina/
Историческое захоронение А.А. Бахрушина,https://um.mos.ru/monuments/istoricheskoe-zakhoronenie-a-a-bakhrushina/
Мавзолей Кизмера Иван Ивановича,https://um.mos.ru/monuments/mavzoley-kizmera-ivan-ivanovicha/
Часовня Спаса Преображения на Братском воинском кладбище,https://um.mos.ru/monuments/chasovnya-spasa-preobrazheniya-na-bratskom-voinskom-kladbische/
Памятник Ушакову Федору Федоровичу,https://um.mos.ru/monuments/pamyatnik-ushakovu-fedoru-fedorovichu/
Могила Вавилова Сергея Ивановича (1891-1951),https://um.mos.ru/monuments/mogila-vavilova-sergeya-ivanovicha-1891-1951/
Памятник строителям Бескудниково,https://um.mos.ru/monuments/stroitelyam_beskudnikovo/
С.С. Прокофьев,https://um.mos.ru/monuments/s-s-prokofev/
"Памятник гренадерам, павшим под Плевной, 1887 г., ск. В.О.Шервуд, камень, чугун, цинк",https://um.mos.ru/monuments/pamyatnik-grenaderam-pavshim-pod-plevnoy-1887-g-sk-v-o-shervud-kamen-chugun-cink/
Памятник Святославу Федорову,https://um.mos.ru/monuments/pamyatnik_svyatoslavu_fedorovu/
"Монумент ""Защитникам Москвы. Рубеж 1941 год""",https://um.mos.ru/monuments/monument-zaschitnikam-moskvy-rubezh-1941-god/
Памятник-бюст К.А. Тимирязеву,https://um.mos.ru/monuments/pamyatnik_k_a_timiryazevu_10832/
Памятник Генералу Платову,https://um.mos.ru/monuments/pamyatnik_generalu_platovu/
Памятник Воинам Внутренних Сил РФ,https://um.mos.ru/monuments/pamyatnik_voinam_vnutrennikh_sil_rf/
Памятный знак первостроителям,https://um.mos.ru/monuments/pamyatnyy-znak-pervostroitelyam/
"Памятный комплекс ""Командно-наблюдательный пункт 354-й стрелковой дивизии""",https://um.mos.ru/monuments/pamyatnyy-kompleks-komandno-nablyudatelnyy-punkt-354-y-strelkovoy-divizii/
Памятник А.А.Фадееву,https://um.mos.ru/monuments/pamyatnik-a-a-fadeevu/
Памятный знак «Воинам 354-стрелковой дивизии»,https://um.mos.ru/monuments/pamyatnyy-znak-voinam-354-strelkovoy-divizii/
Боевой путь 3-й ударной армии,https://um.mos.ru/monuments/boevoy-put-3-y-udarnoy-armii/
Танк ИС-2,https://um.mos.ru/monuments/tank-is-2/
Девушка с книгой,https://um.mos.ru/monuments/devushka_s_knigoy/
Горельеф «Знаменосцу мира — советскому народу слава!»,https://um.mos.ru/monuments/gorelef-znamenostsu-mira-sovetskomu-narodu-slava/
Памятная доска генералу Алексееву,https://um.mos.ru/monuments/pamyatnaya-doska-generalu-alekseevu/
Часовня Прохоровых,https://um.mos.ru/monuments/chasovnya-prohorovyh/
Семейное захоронение Морозовых на Рогожском кладбище,https://um.mos.ru/monuments/semeynoe-zakhoronenie-morozovykh/
Памятный знак «Рубеж наступления 354-й дивизии у Быкова болота»,https://um.mos.ru/monuments/pamyatnyy-znak-rubezh-nastupleniya-354-y-divizii-u-bykova-bolota/
"Монумент в память о работниках завода, погибших в Великой Отечественной войне",https://um.mos.ru/monuments/monument_v_pamyat_o_rabotnikakh_zavoda_pogibshikh_v_velikoy_otechestvennoy_voyne/
Памятник Чингизу Айтматову,https://um.mos.ru/monuments/pamyatnik-chingizu-aytmatovu/
Памятный знак графу Федору Алексеевичу Головину,https://um.mos.ru/monuments/pamyatnik-grafu-fedoru-alekseevichu-golovinu/
К 200-летию со дня рождения А.М. Горчакова,https://um.mos.ru/monuments/k-200-letiyu-so-dnya-rozhdeniya-a-m-gorchakova/
