Name,Link
Первому в России морскому учебному заведению — Сухаревской навигационной школе,https://um.mos.ru/monuments/pervomu-v-rossii-morskomu-uchebnomu-zavedeniyu-sukharevskoy-navigatsionnoy-shkole/
22 лыжникам-чекистам,https://um.mos.ru/monuments/22-lyzhnikam-chekistam/
Могила Гоголя Николая Васильевича (1809-1852),https://um.mos.ru/monuments/pamyatnik-nikolaya-gogolya-na-novodevichem-kladbishche/
Третьяков П. М.,https://um.mos.ru/monuments/tretyakov-p-m/
Ленин в парке Декабрьского восстания,https://um.mos.ru/monuments/lenin-v-parke-dekabrskogo-vosstaniya/
Стела (памятный знак),https://um.mos.ru/monuments/stela-pamyatnyy-znak/
Крылов А. Н.,https://um.mos.ru/monuments/krylov-a-n/
Киров С. М.,https://um.mos.ru/monuments/kirov-s-m-r/
Гастелло Н. Ф.,https://um.mos.ru/monuments/gastello-n-f/
Бюст Данте Алигьери,https://um.mos.ru/monuments/byust-dante-aligeri/
Плодородие,https://um.mos.ru/monuments/plodorodie-druzjba/
XII Всемирный фестиваль молодежи и студентов (Дружба),https://um.mos.ru/monuments/xii-vsemirnyy-festival-molodezhi-i-studentov/
Летчикам 108-го гвардейского штурмового авиационного полка,https://um.mos.ru/monuments/letchikam-108-go-gvardey-skogo-shturmovogo-aviatsionnogo-polka/
Ломоносов на пути из Холмогор в Москву,https://um.mos.ru/monuments/lomonosov-na-puti-iz-kholmogor-v-moskvu/
Времена года,https://um.mos.ru/monuments/vremena-goda/
Памятник А.М. Горькому,https://um.mos.ru/monuments/pamyatnik-a-m-gorkomu/
Кунанбаев Абай,https://um.mos.ru/monuments/kunanbaev-abay/
Памятник Всем Влюбленным в Саду «Эрмитаж»,https://um.mos.ru/monuments/pamyatnik-vsem-vlyublennym/
Островский Н. А.,https://um.mos.ru/monuments/ostrovskiy-n-a/
Семашко Н. А.,https://um.mos.ru/monuments/semashko-n-a/
Слава воинам 4-й гвардейской танковой армии,https://um.mos.ru/monuments/slava-voinam-4-y-gvardeyskoy-tankovoy-armii/
Памятник альпинистам,https://um.mos.ru/monuments/pamyatnik-alpinistam/
Аллея им. Алисы Селезневой,https://um.mos.ru/monuments/alleya-im-alisy-seleznevoy/
Памятник Ю.В. Никулину,https://um.mos.ru/monuments/pamyatnik-yu-v-nikulinu-/
Гамалея Н. Ф.,https://um.mos.ru/monuments/gamaleya-n-f/
Шолохов М. А.,https://um.mos.ru/monuments/sholokhov-m-a-uvao/
Мир,https://um.mos.ru/monuments/mir/
Хорхе Икаса,https://um.mos.ru/monuments/khorkhe-ikasa/
"Памятник студентам, преподавателям, сотрудникам Архитектурного института, павшим в годы Великой Отечественной войны",https://um.mos.ru/monuments/pamyatnik-studentam-prepodavatelyam-sotrudnikam-arkhitekturnogo-instituta-pavshim-v-gody-velikoy-ote/
Люлька А. М.,https://um.mos.ru/monuments/lyulka-a-m/
Гагарин Ю. А.,https://um.mos.ru/monuments/gagarin-yu-a-ost/
"Солдатам и офицерам 8-й гвардейской Панфиловской стрелковой дивизии, погибшим при защите подступов к Москве на Крюковском направлении в декабрьские дни 1941 г.",https://um.mos.ru/monuments/soldatam-i-ofitseram-8-y-gvardeyskoy-panfilovskoy-strelkovoy-divizii-pogibshim-pri-zashchite-podstup/
Воину-ополченцу Фрунзенской дивизии,https://um.mos.ru/monuments/voinu-opolchentsu-frunzenskoy-divizii/
Габдулла Тукай,https://um.mos.ru/monuments/gabdulla-tukay/
Костяков А. Н.,https://um.mos.ru/monuments/kostyakov-a-n/
Дети мира,https://um.mos.ru/monuments/deti-mira/
"Памятник работникам Первой образцовой типографии, погибшим в Великой Отечественной войне",https://um.mos.ru/monuments/pamyatnik-rabotnikam-pervoy-obraztsovoy-tipografii-pogibshim-v-velikoy-otechestvennoy-voyne-/
Яковлев А. С.,https://um.mos.ru/monuments/yakovlev-a-s/
"Обелиск преподавателям, сотрудникам и студентам Российской экономической академии им. Плеханова",https://um.mos.ru/monuments/obelisk-prepodavatelyam-sotrudnikam-i-studentam-rossiyskoy-ekonomicheskoy-akademii-im-plekhanova/
"Рабочим и служащим завода «Станколит», погибшим в Великой Отечественной войне",https://um.mos.ru/monuments/rabochim-i-sluzhashchim-zavoda-stankolit-pogibshim-v-velikoy-otechestvennoy-voyne/
Проломная застава.1774,https://um.mos.ru/monuments/prolomnaya-zastava-1774/
Памятник Расулу Гамзатову,https://um.mos.ru/monuments/pamyatnik-rasulu-gamzatovu/
Мигель де Сервантес Сааведра,https://um.mos.ru/monuments/migel-de-servantes-saavedra/
Памятный камень с охранной доской,https://um.mos.ru/monuments/pamyatnyy-kamen-s-okhrannoy-doskoy/
Памятник работникам фабрики «Парижская коммуна»,https://um.mos.ru/monuments/pamyatnik-rabotnikam-fabriki-parizhskaya-kommuna/
Павшим в Первой мировой войне 1914-1918 гг.,https://um.mos.ru/monuments/pavshim-v-pervoy-mirovoy-voyne-1914-1918-gg/
Вечная слава героям-войковцам,https://um.mos.ru/monuments/vechnaya-slava-geroyam-voykovtsam/
Памятник М.И. Авербаху,https://um.mos.ru/monuments/pamyatnik-m-i-averbakhu/
Каменный цветок,https://um.mos.ru/monuments/kamennyy-tsvetok/
Корсаков С. С.,https://um.mos.ru/monuments/korsakov-s-s/
В честь 400-летия освобождения Москвы вторым ополчением под предводительством князя Д. М. Пожарского и земского старосты К. А. Минина,https://um.mos.ru/monuments/v-chest-400-letiya-osvobozhdeniya-moskvy-vtorym-opolcheniem-pod-predvoditel-stvom-knyazya-d-m-pozhar/
Леонов А. А.,https://um.mos.ru/monuments/leonov-a-a/
Волков В. Н.,https://um.mos.ru/monuments/volkov-v-n/
Ростокинский дворник,https://um.mos.ru/monuments/rostokinskiy-dvornik/
Низами Гянджеви,https://um.mos.ru/monuments/nizami-gyandzhevi/
Рокоссовский К. К.,https://um.mos.ru/monuments/rokossovskiy-k-k/
Киров С. М.,https://um.mos.ru/monuments/kirov-s-m-1/
Земля,https://um.mos.ru/monuments/zemlya/
Чернышев Е. Н. (Герой России),https://um.mos.ru/monuments/chernyshev-e-n-geroy-rossii/
5-я гвардейская танковая армия,https://um.mos.ru/monuments/5-ya-gvardeyskaya-tankovaya-armiya/
Ленин В. И.,https://um.mos.ru/monuments/lenin-vladimir-i/
Евдокимов А. И.,https://um.mos.ru/monuments/evdokimov-a-i/
Памятник ополченцам,https://um.mos.ru/monuments/pamyatnik-opolchentsam/
Милашенков С. В.,https://um.mos.ru/monuments/milashenkov-s-v/
Бюст В. Гюго,https://um.mos.ru/monuments/byust-v-gyugo/
Спасокукоцкий С. И.,https://um.mos.ru/monuments/spasokukotskiy-s-i/
Качуевская Н. А. (Герой Советского Союза),https://um.mos.ru/monuments/kachuevskaya-n-a-geroy-sovetskogo-soyuza/
Вильямс В. Р.,https://um.mos.ru/monuments/vilyams-v-r/
Турский М. К.,https://um.mos.ru/monuments/turskiy-m-k/
Русскому гвардейцу Семеновского полка,https://um.mos.ru/monuments/russkomu-gvardeytsu-semenovskogo-polka/
Фонтан «Золотой Колос»,https://um.mos.ru/monuments/fontan-zolotoy-kolos/
Баварский мальчик и русская девочка,https://um.mos.ru/monuments/bavarskiy-malchik-i-russkaya-devochka/
"Работникам завода, погибшим в Великой Отечественной войне",https://um.mos.ru/monuments/rabotnikam-zavoda-pogibshim-v-velikoy-otechestvennoy-voyne/
Прянишников Д. Н.,https://um.mos.ru/monuments/pryanishnikov-d-n/
Бабушкин М. С. (Герой Советского Союза),https://um.mos.ru/monuments/babushkin-m-s-geroy-sovetskogo-soyuza/
Серебряное копытце,https://um.mos.ru/monuments/serebryanoe-kopyttse/
Яшин Л. И.,https://um.mos.ru/monuments/yashin-l-i/
Стела в парке Дубки,https://um.mos.ru/monuments/stela-v-parke-dubki/
"Памятник воспитанникам 1-й Московской специальной артиллерийской школы, сражавшимся в Великой Отечественной войне 1941-1945 гг.",https://um.mos.ru/monuments/pamyatnik-vospitannikam-1-y-moskovskoy-spetsialnoy-artilleriyskoy-shkoly-srazhavshimsya-v-velikoy-ot/
Карлос Фонсека Амадор,https://um.mos.ru/monuments/karlos-fonseka-amador/
Манас,https://um.mos.ru/monuments/manas/
Памятник погибшим при взрыве здания МК РКП(б) 25 сентября 1919 г.,https://um.mos.ru/monuments/pamyatnik-pogibshim-pri-vzryve-zdaniya-mk-rkp-b-25-sentyabrya-1919-g/
Российским сестрам милосердия,https://um.mos.ru/monuments/rossiyskim-sestram-miloserdiya/
Климов В. Я.,https://um.mos.ru/monuments/klimov-v-ya/
Часовня-усыпальница семьи Ураносовых,https://um.mos.ru/monuments/chasovnya-usypalnitsa-semi-uranosovykh/
Памятный камень-куб на месте первой баррикады в Москве,https://um.mos.ru/monuments/pamyatnyy-kamen-kub-na-meste-pervoy-barrikady-v-moskve/
"Комплекс, посвященный участникам восстания 1905 г.",https://um.mos.ru/monuments/kompleks-posvyashchennyy-uchastnikam-vosstaniya-1905-g/
Вечным сынам Отчизны,https://um.mos.ru/monuments/vechnym-synam-otchizny/
Ленин В. И.,https://um.mos.ru/monuments/lenin-v-i-sokolniki/
Кузнецов В. И. (генерал-полковник),https://um.mos.ru/monuments/kuznetsov-v-i-general-polkovnik/
Хлобыстов А. С. (Герой Советского Союза),https://um.mos.ru/monuments/khlobystov-a-s-geroy-sovetskogo-soyuza-uvao/
Колонна со статуей Минервы,https://um.mos.ru/monuments/kolonna-so-statuey-minervy/
Бюст В.И. Попкова,https://um.mos.ru/monuments/byust-v-i-popkova/
Петровский Б. В.,https://um.mos.ru/monuments/petrovskiy-b-v/
Розариум с фонтаном,https://um.mos.ru/monuments/rozariy-s-fontanom/
Сухой фонтан,https://um.mos.ru/monuments/sukhoy-fontan/
Бочков И. В. (Герой Советского Союза),https://um.mos.ru/monuments/bochkov-i-v-geroy-sovetskogo-soyuza/
Память героев Декабрьского вооруженного восстания 1905 г. в Москве,https://um.mos.ru/monuments/pamyat-geroev-dekabrskogo-vooruzhennogo-vosstaniya-1905-g-v-moskve/
Башня танка Т-34/85,https://um.mos.ru/monuments/bashnya-tanka-t-34-85/
Владимир Ильич Ленин,https://um.mos.ru/monuments/vladimir-ilich-lenin/
Памятный знак воинам-афганцам,https://um.mos.ru/monuments/pamyatnyy-znak-voinam-afgantsam/
Ленин и рабочие,https://um.mos.ru/monuments/lenin-i-rabochie-uvao/
Глушко В. П.,https://um.mos.ru/monuments/glushko-v-p-/
Соловьев В. А. (дважды Герой Советского Союза),https://um.mos.ru/monuments/solovev-v-a-dvazhdy-geroy-sovetskogo-soyuza/
Петр I,https://um.mos.ru/monuments/petr-i-vao/
Памятник А.И. Герцену,https://um.mos.ru/monuments/pamyatnik-a-i-gertsenu/
Дзержинский Ф. Э.,https://um.mos.ru/monuments/dzerzhinskiy-f-e-mr/
"Воспитанникам московских специальных артиллерийских школ, проявивших муже- ство и героизм в Великой Отечественной войне 1941-1945 гг.",https://um.mos.ru/monuments/vospitannikam-moskovskikh-spetsialnykh-artilleriyskikh-shkol-proyavivshikh-muzhe-stvo-i-geroizm-v-ve/
Венгеро-советской дружбе,https://um.mos.ru/monuments/vengero-sovetskoy-druzhbe/
Бабушкин М. С. (Герой Советского Союза),https://um.mos.ru/monuments/babushkin-geroy-sovetskogo-soyuza/
Судаков М. П. (Герой Советского Союза),https://um.mos.ru/monuments/sudakov-m-p-geroy-sovetskogo-soyuza/
"МиГ-21, от благодарных летчиков сотрудникам госпиталя",https://um.mos.ru/monuments/mig-21-ot-blagodarnykh-letchikov-sotrudnikam-gospitalya/
Куйбышев В. В.,https://um.mos.ru/monuments/kuybyshev-vao/
"Полбин И. С. (летчик-бомбардировщик, дважды Герой Советского Союза)",https://um.mos.ru/monuments/polbin-i-s-letchik-bombardirovshchik-dvazhdy-geroy-sovetskogo-soyuza/
Николаева-Терешкова В. В.,https://um.mos.ru/monuments/nikolaeva-tereshkova-v-v/
Докукин И. А.,https://um.mos.ru/monuments/dokukin-i-a/
Памятный знак воинам-защитникам Земли Русской,https://um.mos.ru/monuments/pamyatnyy-znak-voinam-zashchitnikam-zemli-russkoy/
Солдатам 18-го авиаполка «Нормандия — Неман»,https://um.mos.ru/monuments/soldatam-18-go-aviapolka-normandiya-neman/
Зенитная установка,https://um.mos.ru/monuments/zenitnaya-ustanovka/
XXII Олимпийским играм в Москве и Хуану Антонио Самаранчу,https://um.mos.ru/monuments/xxii-olimpiyskim-igram-v-moskve-i-khuanu-antonio-samaranchu/
Пушка,https://um.mos.ru/monuments/pushka-uvao/
Горячкин В. П.,https://um.mos.ru/monuments/goryachkin-v-p/
Королев С. П.,https://um.mos.ru/monuments/korolev-sp/
Тимирязев К. А.,https://um.mos.ru/monuments/timiryazev-k-a/
Очкин А. Д. (хирург),https://um.mos.ru/monuments/ochkin-a-d-khirurg/
Ленин В. И.,https://um.mos.ru/monuments/lenin-vao/
"Поклонный крест в память о казачьем атамане, герое Отечественной  войны 1812 г. Платове М. И.",https://um.mos.ru/monuments/poklonnyy-krest-v-pamyat-o-kazachem-atamane-geroe-otechestvennoy-voyny-1812-g-platove-m-i/
Башня танка (на территории НОУ СОШ «Интеллект»),https://um.mos.ru/monuments/bashnya-tanka/
Платов М. И. (Герой Отечественной войны 1812 г.),https://um.mos.ru/monuments/platov-m-i-geroy-otechestvennoy-voyny-1812-g-/
Алишер Навои,https://um.mos.ru/monuments/alisher-navoi/
Достоевский (на территории ГБОУ СОШ № 1148),https://um.mos.ru/monuments/dostoevskiy-f-m/
Бюст русского философа А.Ф. Лосева,https://um.mos.ru/monuments/byust-russkogo-filosofa-a-f-loseva/
Руднева Е. М. (Герой Советского Союза),https://um.mos.ru/monuments/rudneva-e-m-geroy-sovetskogo-soyuza/
Хлеб,https://um.mos.ru/monuments/khleb-1963/
Ленин В. И.,https://um.mos.ru/monuments/v-i-lenin-uvao/
Обелиск,https://um.mos.ru/monuments/obelisk/
Гастелло Н. Ф.,https://um.mos.ru/monuments/gastello-n-f-1/
"Паперник Л. Х. (снайпер, Герой Советского Союза)",https://um.mos.ru/monuments/papernik-l-kh-snayper-geroy-sovetskogo-soyuza/
Комсомолец,https://um.mos.ru/monuments/komsomolets/
Кулакова Л. А.,https://um.mos.ru/monuments/kulakova-l-a/
Города-герои Советского Союза,https://um.mos.ru/monuments/goroda-geroi-sovetskogo-soyuza/
Бауман Н. Э.,https://um.mos.ru/monuments/bauman/
"Рабочим Кусковского химического завода, погибшим в годы Великой Отечественной войны",https://um.mos.ru/monuments/rabochim-kuskovskogo-khimicheskogo-zavoda-pogibshim-v-gody-velikoy-otechestvennoy-voyny/
Челомей В. Н.,https://um.mos.ru/monuments/chelomey-vladimir/
Победа (на Аллее Славы),https://um.mos.ru/monuments/pobeda-na-allee-slavy/
Лихоборские ворота,https://um.mos.ru/monuments/likhoborskie-vorota/
Ленин В. И.,https://um.mos.ru/monuments/lenin-v-i-butirskyi/
"Спортсменам-железнодорожникам, героически погибшим в боях за нашу Родину в Великой Отечественной войне 1941-1945 гг.",https://um.mos.ru/monuments/sportsmenam-zheleznodorozhnikam-geroicheski-pogibshim-v-boyakh-za-nashu-rodinu-v-velikoy-otechestven/
Лебедев В. В. (дважды Герой Советского Союза),https://um.mos.ru/monuments/lebedev-v-v-dvazhdy-geroy-sovetskogo-soyuza/
Ленин В. И.,https://um.mos.ru/monuments/lenin-v-i-listvennichnaya-alleya/
Абрикосов А. И.,https://um.mos.ru/monuments/abrikosov-a-i/
Ленин В. И.,https://um.mos.ru/monuments/lenin-v-i/
Воин-освободитель,https://um.mos.ru/monuments/voin-osvoboditel/
Рабиндранат Тагор,https://um.mos.ru/monuments/rabindranat-tagor/
Гвардейцам Преображенского полка,https://um.mos.ru/monuments/gvardeytsam-preobrazhenskogo-polka/
Некрополь Страстного монастыря,https://um.mos.ru/monuments/nekropol-strastnogo-monastyrya/
300-летие Российского Флота,https://um.mos.ru/monuments/300-letie-rossiyskogo-flota/
Воинам внутренних войск,https://um.mos.ru/monuments/voinam-vnutrennikh-voysk/
Святой Пантелеймон,https://um.mos.ru/monuments/svyatoy-panteleymon/
"Воинам, павшим в Афганистане",https://um.mos.ru/monuments/voinam-pavshim-v-afganistane/
Ленин В. И,https://um.mos.ru/monuments/lenin-v-i-losinoostrovskiy/
"Преподавателям и учащимся школы N 152, погибшим в Великой Отечественной войне",https://um.mos.ru/monuments/prepodavatelyam-i-uchashchimsya-shkoly-n-152-pogibshim-v-velikoy-otechestvennoy-voyne/
Крест белокаменный,https://um.mos.ru/monuments/krest-belokamennyy/
Чехов А. П.,https://um.mos.ru/monuments/chekhov-a-p-uvao/
Памятник А.М.Горькому,https://um.mos.ru/monuments/pamyatnik-m-gorkomu/
Ухтомский А. В.,https://um.mos.ru/monuments/ukhtomskiy-a-v/
Воинам-нефтяникам,https://um.mos.ru/monuments/voinam-neftyanikam/
Савицкая С. Е. (дважды Герой Советского Союза),https://um.mos.ru/monuments/savitskaya-s-e-dvazhdy-geroy-sovetskogo-soyuza/
"Воинам — жителям города и области, создавшим северо-западный участок Московской зоны обороны",https://um.mos.ru/monuments/voinam-zhitelyam-goroda-i-oblasti-sozdavshim-severo-zapadnyy-uchastok-moskovskoy-zony-oborony/
"Воинам совхоза «Марфино», павшим в боях за Родину на фронтах Великой Отечественной войны",https://um.mos.ru/monuments/voinam-sovkhoza-marfino-pavshim-v-boyakh-za-rodinu-na-frontakh-velikoy-otechestvennoy-voyny/
Келдыш М. В.,https://um.mos.ru/monuments/keldysh-m-v--/
Рабочим завода «СВАРЗ»  (Вечный огонь),https://um.mos.ru/monuments/rabochim-zavoda-svarz-vechnyy-ogon/
Раненый командир,https://um.mos.ru/monuments/ranenyy-komandir/
"Выпускникам и сотрудникам академии, погибшим в боях за Родину, 1941-1945 гг.",https://um.mos.ru/monuments/vypusknikam-i-sotrudnikam-akademii-pogibshim-v-boyakh-za-rodinu-1941-1945-gg/
София,https://um.mos.ru/monuments/sofiya/
Памятный знак на месте бывшей часовни,https://um.mos.ru/monuments/pamyatnyy-znak-na-meste-byvshey-chasovni/
Павшим и живым,https://um.mos.ru/monuments/pavshim-i-zhivym/
Чуйков В. И.,https://um.mos.ru/monuments/chuykov-v-i/
Первый учитель,https://um.mos.ru/monuments/pervyy-uchitel/
Павшим за свободу и независимость Родины,https://um.mos.ru/monuments/pavshim-za-svobodu-i-nezavisimost-rodiny/
Кутузов М. И.,https://um.mos.ru/monuments/kutuzov-m-i/
Башня танка  (на территории ГБОУ СОШ № 913),https://um.mos.ru/monuments/bashnya-tanka-uvao/
Скрябин А. Н.,https://um.mos.ru/monuments/skryabin-a-n/
Ленин В. И.,https://um.mos.ru/monuments/lenin-v-i-dmitrovskoe/
Погибшим работникам НПО «ЛЭМЗ» отдельного батальона народного ополчения 155-й стрелковой дивизии,https://um.mos.ru/monuments/pogibshim-rabotnikam-npo-lemz-otdelnogo-batalona-narodnogo-opolcheniya-155-y-strelkovoy-divizii/
Погибшим в Великой Отечественной войне,https://um.mos.ru/monuments/pogibshim-v-velikoy-otechestvennoy-voyne-9/
Муса Джалиль (Герой Советского Союза),https://um.mos.ru/monuments/musa-dzhalil-geroy-sovetskogo-soyuza/
"Выпускникам школы, погибшим в Великой Отечественной войне",https://um.mos.ru/monuments/vypusknikam-shkoly-pogibshim-v-velikoy-otechestvennoy-voyne/
Скорбящая мать,https://um.mos.ru/monuments/skorbyashchaya-mat/
Погибшим в Великой Отечественной войне,https://um.mos.ru/monuments/pogibshim-v-velikoy-otechestvennoy-voyne-8/
"Без права на ошибку. Саперам, погибшим в годы Великой Отечественной войны",https://um.mos.ru/monuments/bez-prava-na-oshibku-saperam-pogibshim-v-gody-velikoy-otechestvennoy-voyny/
Калинин М. И.,https://um.mos.ru/monuments/kalinin-m-i/
Гурьянов М. А. (комиссар партизанского отряда),https://um.mos.ru/monuments/guryanov-m-a-komissar-partizanskogo-otryada/
Камень с памятной табличкой в честь открытия парка 850-летия Москвы,https://um.mos.ru/monuments/kamen-s-pamyatnoy-tablichkoy-v-chest-otkrytiya-parka-850-letiya-moskvy/
Воинам 16-й  воздушной армии,https://um.mos.ru/monuments/voinam-16-y-vozdushnoy-armii/
"Плющев П. К., Гинц В. И., Мочалкин А. И.",https://um.mos.ru/monuments/plyushchev-p-k-gints-v-i-mochalkin-a-i/
Кошевой О. В. (Герой Советского Союза),https://um.mos.ru/monuments/koshevoy-o-v-geroy-sovetskogo-soyuza/
Погибшим воинам в годы Великой Отечественной войны,https://um.mos.ru/monuments/pogibshim-voinam-v-gody-velikoy-otechestvennoy-voyny-uvao/
Погибшим ЦНИИТМАШевцам в Великой Отечественной войне 1941-1945 гг.,https://um.mos.ru/monuments/pogibshim-tsniitmashevtsam-v-velikoy-otechestvennoy-voyne/
Федоров С. Н.,https://um.mos.ru/monuments/fedorov-s-n/
Спасенный мир Чернобыль помнит,https://um.mos.ru/monuments/spasennyy-mir-chernobyl-pomnit/
Воинам-победителям,https://um.mos.ru/monuments/voinam-pobeditelyam/
Королев С. П.,https://um.mos.ru/monuments/korolev-s-p/
Жертвам террористических актов,https://um.mos.ru/monuments/zhertvam-terroristicheskikh-aktov/
"Вострухин П. М. (летчик, Герой Советского Союза)",https://um.mos.ru/monuments/vostrukhin-p-m-letchik-geroy-sovetskogo-soyuza/
Астана,https://um.mos.ru/monuments/astana/
Ленин В. И.,https://um.mos.ru/monuments/lenin-v-i-s/
Ротонды Голицынской больницы,https://um.mos.ru/monuments/rotondy-golitsynskoy-bolnitsy/
Герасимов С. А.,https://um.mos.ru/monuments/gerasimov-sergey/
"Подвигу Советского Союза датская благодарность, 1941-1945 гг.",https://um.mos.ru/monuments/podvigu-sovetskogo-soyuza-datskaya-blagodar-nost-1941-1945-gg/
Погибшим воинам — жителям района Капотня,https://um.mos.ru/monuments/pogibshim-voinam-zhitelyam-rayona-kapotnya/
Ленин В. И.,https://um.mos.ru/monuments/lenin-v-i-uvao/
Полетаев Ф. А. (Герой Советского Союза),https://um.mos.ru/monuments/poletaev-f-a-geroy-sovetskogo-soyuza/
"Сотрудникам ЦНИИС, погибшим в Великой Отечественной войне",https://um.mos.ru/monuments/sotrudnikam-tsniis-pogibshim-v-velikoy-otechestvennoy-voyne/
Танк (на территории ГБОУ СОШ № 1143),https://um.mos.ru/monuments/tank/
Мемориальная стена из белого камня,https://um.mos.ru/monuments/memorialnaya-stena-iz-belogo-kamnya/
"Люди мира, на минуту встаньте",https://um.mos.ru/monuments/lyudi-mira-na-minutu-vstante/
Участникам Великой Отечественной войны,https://um.mos.ru/monuments/uchastnikam-velikoy-otechestvennoy-voyny/
Ажурная беседка,https://um.mos.ru/monuments/azhurnaya-besedka/
Скульптурная группа «Победители»,https://um.mos.ru/monuments/skulpturnaya-gruppa-pobediteli/
Ленин В. И.,https://um.mos.ru/monuments/lenin-uvao/
Ленин В. И.,https://um.mos.ru/monuments/lenin-v-i-sg/
"Памяти павших под Кронштадтом командиров и курсантов 2-й пехотной московской школы, 4–18 марта 1921 г.",https://um.mos.ru/monuments/pamyati-pavshikh-pod-kronshtadtom-komandirov-i-kursantov-2-y-pekhotnoy-moskovskoy-shkoly-4-18-marta-/
Работникам московского машиностроительного завода «Знамя»,https://um.mos.ru/monuments/rabotnikam-moskovskogo-mashinostroitelnogo-zavoda-znamya/
Входная группа Мемориально-паркового комплекса героев Первой мировой войны,https://um.mos.ru/monuments/vkhodnaya-gruppa-memorialno-parkovogo-kompleksa-geroev-pervoy-mirovoy-voyny/
Есенин С. А.,https://um.mos.ru/monuments/esenin-s-a-uvao/
Рабочий,https://um.mos.ru/monuments/rabochiy-vao/
Ленин В. И.,https://um.mos.ru/monuments/uvao-lenin-v-i/
40 лет Победы,https://um.mos.ru/monuments/40-let-pobedy/
Художественное надгробие Н.Л. Тарасова,https://um.mos.ru/monuments/khudozhestvennoe-nadgrobie-n-l-tarasova/
Ленин В. И.,https://um.mos.ru/monuments/lenin-v-i-gorky/
Труженикам тыла,https://um.mos.ru/monuments/truzhenikam-tyla/
Москвичам — защитникам Отечества,https://um.mos.ru/monuments/moskvicham-zashchitnikam-otechestva/
Ленин В. И.,https://um.mos.ru/monuments/lenin-v-i-so/
Участникам Великой Отечественной войны,https://um.mos.ru/monuments/uchastnikam-velikoy-otechestvennoy-voyny-vao/
Памятный знак к 70-летию Великой Победы,https://um.mos.ru/monuments/pamyatnyy-znak-k-70-letiyu-velikoy-pobedy/
Великий почин,https://um.mos.ru/monuments/velikiy-pochin/
Участникам Великой Отечественной войны с барельефом Героя Советского Союза Голубина И. Ф.,https://um.mos.ru/monuments/uchastnikam-velikoy-otechestvennoy-voyny-s-barelefom-geroya-sovetskogo-soyuza-golubina-i-f/
"Мемориальный столб в честь освобождения крестьян от крепостного права, ансамбль усадьбы Коломенское",https://um.mos.ru/monuments/memorialnyy-stolb-v-chest-osvobozhdeniya-krestyan-ot-krepostnogo-prava-ansambl-usadby-kolomenskoe/
Семашко Н. А.,https://um.mos.ru/monuments/n-a-semashko/
300-летие усадьбы Влахернское-Кузьминки,https://um.mos.ru/monuments/300-letie-usadby-vlakhernskoe-kuzminki/
Фонтан Георгиу-Деж,https://um.mos.ru/monuments/fontan-georgiu-dezh/
Солдату Отечества,https://um.mos.ru/monuments/soldatu-otechestva/
Авдеев А. Ф.,https://um.mos.ru/monuments/avdeev-a-f/
200 лет Победы в Отечественной войне 1812 г.,https://um.mos.ru/monuments/200-let-pobedy-v-otechestvennoy-voyne-1812-g/
Памяти воинов 5-й Гвардейской танковой армии,https://um.mos.ru/monuments/prokhorovskoe-tankovoe-srazhenie/
Вода,https://um.mos.ru/monuments/voda/
Участникам московского Декабрьского вооруженного восстания 1905 г.,https://um.mos.ru/monuments/uchastnikam-moskovskogo-dekabrskogo-vooruzhennogo-vosstaniya-1905-g/
Калинин М. И.,https://um.mos.ru/monuments/kalinin-m-i-uvao/
"Ростокинцам, павшим защищая Отечество",https://um.mos.ru/monuments/rostokintsam-pavshim-zashchishchaya-otechestvo/
Боровик А. Г.,https://um.mos.ru/monuments/borovik-a-g/
Ленин В. И.,https://um.mos.ru/monuments/v-i-lenin/
"Рабочим, павшим за Родину",https://um.mos.ru/monuments/rabochim-pavshim-za-rodinu/
Скульптура «Река Скамандр»,https://um.mos.ru/monuments/skulptura-reka-skamandr/
Олени,https://um.mos.ru/monuments/oleni/
Хлобыстов А. С. (Герой Советского Союза),https://um.mos.ru/monuments/khlobystov-a-s-geroy-sovetskogo-soyuza/
"Рабочим завода, погибшим в Великой Отечественной войне",https://um.mos.ru/monuments/rabochim-zavoda-pogibshim-v-velikoy-otechestvennoy-voyne/
Победе в Великой Отечественной войне 1941-1945 гг.,https://um.mos.ru/monuments/pobede-v-velikoy-otechestvennoy-voyne-1941-1945-gg/
Памятный знак в сквере имени 60-летия Победы,https://um.mos.ru/monuments/pamyatnyy-znak-v-skvere-imeni-60-letiya-pobedy/
Лебедев Д. М.,https://um.mos.ru/monuments/lebedev-d-m/
"Работникам завода «Вымпел», участникам Великой Отечественной войны",https://um.mos.ru/monuments/rabotnikam-zavoda-vympel-uchastnikam-velikoy-otechestvennoy-voyny/
Участникам революционных событий,https://um.mos.ru/monuments/uchastnikam-revolyutsionnykh-sobytiy/
60-летие Победы в Великой Отечественной войне,https://um.mos.ru/monuments/60-letie-pobedy-v-velikoy-otechestvennoy-voyne/
"Воинам, погибшим в Великой Отечественной войне",https://um.mos.ru/monuments/voinam-pogibshim-v-velikoy-otechestvennoy-voyne-6/
Мальчишкам 40-х — юнгам «огненных рейсов»,https://um.mos.ru/monuments/malchishkam-40-kh-yungam-ognennykh-reysov/
Бажов П. П.,https://um.mos.ru/monuments/bazhov-pavel/
Данило-мастер,https://um.mos.ru/monuments/danilo-master/
